单价,总价,户型,月供,朝向,标题,楼层,装修,面积
411,15116.0,130.0,3室2厅,7656.0,南,嘉安花园 精装三房 南向高层能望海 房子保养好 家电送,低层,精装修,86.0
412,11628.0,100.0,3室2厅,5889.0,南,（银苑花园）总价低，学位房，产权清晰，可议价，近地铁，配套齐,中层,精装修,86.0
413,11951.0,98.0,3室2厅,4489.0,东南,中心广州知识城 精装修 地铁站旁 产权清晰 急售 价格可谈,中层,精装修,82.0
414,14471.0,123.0,3室2厅,7244.0,东南,万科园 飞翔公园站 万达附近 月反租金4000 送家私家电,中层,精装修,85.0
415,28750.0,230.0,3室2厅,13546.0,南北,怡园小区 省级学位 业主来电降价 精装南向三房 一步到位,中层,精装修,80.0
416,21176.0,180.0,3室2厅,10601.0,南,中海联睿品 业主征信不过 内部急转 单合同 可按揭 价格美丽,中层,精装修,85.0
417,9888.0,88.0,3室2厅,4031.0,南,天河地铁旁 南向精装3房 带学位 满5唯一 业主换房 无按揭,中层,精装修,89.0
418,24155.0,215.0,3室2厅,12663.0,南,金泽豪庭 精装小三房 南向 近地铁 拎包即住 低首付,中层,精装修,89.0
419,39759.0,330.0,3室2厅,19436.0,南,全景看房 侨兴苑 地铁口物业 少有户型 三房两厅 330万,中层,精装修,83.0
420,23607.0,208.0,3室2厅,12251.0,南,市中心 金泽豪庭 88方实用三房,高层,精装修,88.1
421,26667.0,200.0,3室2厅,11779.0,南,港航中心，复试三房设计，超高实用面积，周边配套成熟，地铁物业,低层,精装修,75.0
422,23647.0,201.0,3室2厅,11838.0,南,笋盘推荐！越秀岭南林语（可议价）中高层南向望花园 位置安静,中层,精装修,85.0
423,25000.0,205.0,3室1厅,12074.0,东南,"实拍VR，2.4W单合同，精装复式，11.月清货,开发区二小",中层,精装修,82.0
424,20191.0,180.0,3室2厅,10601.0,南北,（内部转名）时代天韵二期 安静小三房 望花园 业主急需资金,中层,精装修,89.2
425,20930.0,180.0,3室2厅,10601.0,南,新收（鹭江小区）总价低，学位房，产权清晰，可议价，近地铁，,中层,精装修,86.0
426,17963.0,170.0,3室2厅,10012.0,南,保利中航城 年底促销 一口价单位 刚需三房 中高层 不限购,低层,精装修,94.6
427,20941.0,178.0,3室2厅,10484.0,南北,中海联睿品 业主征信不过急退 内部急转 单合同 可公积金按揭,中层,精装修,85.0
428,19073.0,170.0,3室2厅,10012.0,北,誉山国际精美三房出售，保养精美，价格动人，奢享无敌景观房！,高层,精装修,89.1
429,26984.0,170.0,3室2厅,10012.0,东南,洛溪 非常实用方正小三房 总价低 精装修 全景3D看房,高层,精装修,63.0
430,20351.0,175.0,3室2厅,10307.0,东,蔷薇国际 内部转名单位 产权清晰 地铁4站直达天河 来电看,中层,精装修,86.0
431,20115.0,175.0,3室2厅,10307.0,南,常春藤 S时区强势推出 10项黑科技 带领时代 内选员工单位,中层,精装修,87.0
432,18211.0,148.0,3室2厅,8717.0,北,增城时代廊桥 81方3房 仅售148万,低层,精装修,81.3
433,18981.0,205.0,3室2厅,12074.0,南,（业主是小学同学）新塘现代城市花园 新塘地铁站 来电马上看房,中层,精装修,108.0
434,20462.0,185.0,3室2厅,10896.0,南,全新装修未入住刚需三房，全屋品牌家电全送，省心省事你值得拥有,高层,豪华装修,90.4
435,18636.0,205.0,3室2厅,12074.0,南北,新康花园 电梯三房 带精装修 无敌景观 望小区 业主急卖,高层,精装修,110.0
436,25381.0,210.0,3室2厅,12368.0,南,金融街融穗御府 精装小三房  超低首付！,中层,精装修,82.7
437,19663.0,175.0,3室2厅,10307.0,南,创基天峰 业主急售学位房 首付20万买产权楼,中层,精装修,89.0
438,26625.0,213.0,3室2厅,12545.0,南,一降在降 在祥景花园 豪华南向三房 双阳台设计 辣么笋哪里找,低层,豪华装修,80.0
439,21505.0,200.0,3室2厅,11779.0,南北,白江地铁口 华润万家旁 南北对流户型 视野开阔无遮挡望花园,中层,精装修,93.0
440,21098.0,185.3,3室2厅,10914.0,东南,实拍VR，21300幸福誉二期，单合同，月供6千，南北通透,中层,精装修,87.8
441,37500.0,180.0,3室1厅,10601.0,南,长寿路 楼梯小三房 实用高 有阳台 带精装 拎包入住 随时看,中层,豪华装修,48.0
442,17738.0,170.0,3室2厅,10012.0,南,万科幸福誉 内部转名立减8万 单合同 何棠下地铁口 带学位,中层,精装修,95.8
443,19663.0,175.0,3室2厅,10307.0,南北,南沙贸易区 越秀东坡 配套成熟 环境不用说 看上就来看房,中层,精装修,89.0
444,23596.0,210.0,3室2厅,12368.0,南北,尚东嘉御 内部转名特价单位 一手交易 精装3房 可公积金,中层,精装修,89.0
445,21290.0,198.0,3室2厅,11662.0,南北,凤馨苑 精装三房 198万到手 学校一步到位 地铁新塘站旁边,中层,豪华装修,93.0
446,16814.0,190.0,3室2厅,11190.0,南,千灯湖精装洋房，依云水岸，该户型可望江，全新未入住。无重税,中层,精装修,113.0
447,21875.0,175.0,3室2厅,10307.0,南,一成首付免息分期来电享折扣 可个人购买 不限购 高租金,中层,精装修,80.0
448,17890.0,195.0,3室2厅,11485.0,南,（3D实拍）南沙碧桂园 全新笋盘 业主急卖109方 195万,低层,精装修,109.0
449,24390.0,200.0,3室2厅,11779.0,南,祈福绿怡居三房，全新二次装修，即买即可入住，钥匙在手随时看房,低层,精装修,82.0
450,18456.0,174.0,3室2厅,10248.0,南,保利中航城花园 精装修复式 地铁4站天河 内部特价,高层,精装修,94.3
451,15152.0,200.0,3室2厅,11779.0,南,新挂牌新康花园  豪华装修大三房 拎包入住 业主买了别墅急卖,中层,精装修,132.0
452,22682.0,195.0,2室2厅,11485.0,南,尚东阳光，13号地铁线沙村站就在家门口，公立学校就在小区内,中层,豪华装修,86.0
453,18529.0,190.0,3室2厅,11190.0,南,明汇轩近地铁精装南向大三房 诚意看房的随时看房 无占用,中层,精装修,102.5
454,31875.0,255.0,3室2厅,15019.0,南,怡园小区中楼层准电梯三房 户型实用率高 业主诚心出售,中层,精装修,80.0
455,18411.0,200.0,3室2厅,11779.0,南,自由人花园（开发商年底大特惠）小区自带 省级9年义务教育 笋,低层,精装修,108.6
456,21875.0,210.0,3室2厅,12368.0,南北,凤凰城凤馨苑 安静三房 对流户型,低层,精装修,96.0
457,19767.0,170.0,3室2厅,10012.0,南北,(超笋盘)冶炼厂宿舍 框架三房 南北对流 地铁口物业 降价,中层,精装修,86.0
458,23259.0,200.0,3室1厅,11779.0,南,增城实地蔷薇国际 逸翠山庄李嘉诚别墅旁 与地产大亨齐头并进,中层,精装修,86.0
459,10824.0,92.0,3室2厅,4214.0,东南,地铁21号线  不限购 群星花园  首付2成可签约  带学位,低层,精装修,85.0
460,20021.0,205.0,3室2厅,12074.0,南,萝岗地铁口一手房 保利爱特城 南向三房 参团内部95折,中层,精装修,102.4
461,20921.0,198.0,3室2厅,11662.0,南,中航城 教育城核心快站地铁口旁 买层层复试 20天河,低层,精装修,94.6
462,20042.0,200.0,3室2厅,11779.0,北,翡翠绿洲 毛坯正规三房 南北对流经典户型,高层,毛坯,99.8
463,18750.0,195.0,3室2厅,11485.0,南,新世界花园，南向大3房带主套，户型方正实用，业主自住 保养好,高层,精装修,104.0
464,22235.0,189.0,3室2厅,11132.0,南,中海联睿拼 内部转名特价单位 性价比高 欢迎致电,中层,精装修,85.0
465,25057.0,218.0,3室2厅,12840.0,东南,如意中心 东南向电梯三房 87方仅首218万 业主急卖。,低层,精装修,87.0
466,19268.0,178.0,3室2厅,10484.0,东南,中新知识城标杆 招商雍雍景湾 超高使用率 中高层南北,低层,精装修,92.4
467,26000.0,195.0,3室2厅,11485.0,南,实拍东圃富力新村 准电梯三房 产权清晰配套齐全 看房方便,低层,精装修,75.0
468,18571.0,195.0,3室2厅,11485.0,南,科慧花园 凤岗站2万方商业  打造10万人口科技小镇,低层,精装修,105.0
469,24750.0,198.0,3室2厅,11662.0,东南,(VR看房）锦绣生态园 潜力3室 舒适的户型 应给爱生活的你,低层,简单装修,80.0
470,18992.0,173.0,3室2厅,10189.0,南,珠江嘉园新三房 业主急需资金发展 价格可谈,中层,精装修,91.1
471,18478.0,170.0,3室2厅,10012.0,南,（金泽惠百氏） 地铁白江站笋盘 交通枢纽旁 现楼 即买即入住,低层,精装修,92.0
472,19662.0,170.0,3室2厅,10012.0,东南,全新加推（内部97折）86方小三房，近市中心，省级名校,中层,豪华装修,86.5
473,15759.0,185.0,3室1厅,10896.0,南,正太广场 南北通 现楼重新装修,中层,精装修,117.4
474,23125.0,185.0,3室2厅,10896.0,西南,金沙洲万科四季花城 一期方正三房 实用率偏高 近地铁,中层,精装修,80.0
475,23978.0,173.0,3室2厅,10189.0,东南,瑞东花园（带省级学位）文冲地铁站  业主生意转移现急于出售,中层,精装修,72.2
476,23369.0,178.0,3室2厅,10484.0,东北,锦绣天伦花园小三房 高层精装无遮挡采光面积大户型方正看房方便,中层,精装修,76.2
477,20056.0,180.0,3室2厅,10601.0,北,锦绣新天地 三房 带平台 诚心出售,低层,简单装修,89.8
478,24061.0,205.0,3室1厅,12074.0,东南,康乐园 市桥地铁口 刚需实在房源 是东南向 低楼层的学位房,中层,精装修,85.2
479,12490.0,110.0,3室2厅,6478.0,南,业主急售 红本在手 产权清晰 送家具家电 带省一级学位,中层,精装修,88.1
480,16674.0,160.0,3室2厅,9423.0,东南,碧桂园城市花园 地铁口物业 价格便宜 带公立学校,中层,简单装修,96.0
481,20510.0,172.0,3室2厅,10130.0,南,力诚凯怡湾豪装3房高层南向望江业主装修就花了30万真的很漂亮,高层,豪华装修,83.9
482,19590.0,168.0,3室2厅,9895.0,南,中森名苑全新一手楼盘出售 85方可做三房带主套 找我有98折,中层,精装修,85.8
483,21872.0,207.0,3室2厅,12192.0,南,保利中航城 朱村地铁口 3站到天河 特价单位 复式大3房 笋,中层,精装修,94.6
484,18163.0,178.0,3室2厅,10484.0,南,元旦钜惠价）龙湖双珑原著 加推新楼 年末冲刺 首付可分期 笋,高层,精装修,98.0
485,17959.0,176.0,3室2厅,10366.0,南,名额可以等 资金不够可以分期）龙湖双珑原著 知识城望湖大盘,中层,精装修,98.0
486,18282.0,175.0,3室2厅,10307.0,南,云溪四季 新推特价精装三房 地铁五站到天河 速来电享惊喜折扣,中层,精装修,95.7
487,19361.0,188.0,3室2厅,11073.0,南北,碧桂园玺悦 温馨3房南向望花园 户型方正 可公积金 随时看房,中层,豪华装修,97.1
488,18846.0,160.0,3室2厅,9423.0,东南,1成首付，送车位，送管理费，碧桂园玺悦，错过不在有，看房找我,中层,豪华装修,84.9
489,19742.0,205.0,3室2厅,12074.0,南,单合同 萝岗 保利爱特城 南向三房 来电登记95折,中层,精装修,103.8
490,22560.0,205.0,3室2厅,12074.0,南,莲花湾畔 全新三房出售 刚需户型 业主急售 中间楼层 学區房,中层,精装修,90.9
491,19659.0,161.2,3室2厅,9494.0,南北,VR您进来看就知道了，这么靓的房这么笋的价真的心动不如行动！,低层,精装修,82.0
492,22727.0,200.0,3室2厅,11779.0,南,钟村长江数码花园 刚需3房 温馨布局 你期望的就在这里,中层,简单装修,88.0
493,17799.0,176.0,3室2厅,10366.0,东,万科春风十里 首付45万地铁口 单合同 公积金贷款 省级学位,中层,精装修,98.9
494,20230.0,199.0,3室2厅,11721.0,南,明汇轩好房好价格 诚意看房的随时看房 学位无占用 急卖,中层,精装修,98.4
495,17805.0,160.0,3室2厅,9423.0,南,单合同 可公积金 南沙首站地铁大盘 配套省级学位 来电享9折,中层,精装修,89.9
496,25385.0,198.0,3室2厅,11662.0,南,本人实拍视频 业主急售 看房方便,中层,豪华装修,78.0
497,19062.0,161.0,3室2厅,9482.0,南,（新上房源）全新未住 房东急用钱要周转 诚心出售 保利爱特城,中层,精装修,84.5
498,18740.0,168.0,3室2厅,9895.0,南,萝岗地鉄口 保利越秀爱特城 专享98折团购 带精装省级学府,低层,精装修,89.7
499,22247.0,198.0,3室2厅,11662.0,东南,万科山景城旁 全新楼盘加推 内部认购 来电看房即可享98折,中层,精装修,89.0
500,19788.0,170.0,3室2厅,10012.0,南,嘉都汇 业主换房急售 低于市场出售 白菜价 红本在手 仅一套,中层,精装修,85.9
501,19222.0,173.0,3室2厅,10189.0,南北,尚轩103 业主急售 底价150万 带车位 免社保 全新装修,高层,豪华装修,90.0
502,18456.0,174.0,3室2厅,10248.0,南,保利中航城花园 精装修复式 地铁4站天河 内部特价,高层,精装修,94.3
503,18061.0,177.0,3室2厅,10425.0,南,可公积金贷款首付可分期）龙湖双珑原著 知识城性价比较高的楼盘,中层,精装修,98.0
504,20060.0,200.0,3室2厅,11779.0,南,保利爱特城 内部转名单位 带省级学位 南北对流 精装南向洋房,中层,精装修,99.7
505,27778.0,200.0,3室2厅,11779.0,南北,广州名山脚下 云山居唯一原始三房 精装修南北对流 空气环境好,高层,精装修,72.0
506,23636.0,208.0,3室2厅,12251.0,南,亚运城天峯(豪送家私)省一级广铁学位 南北对流 大三房带主套,低层,精装修,88.0
507,19753.0,200.0,3室2厅,11779.0,南,首付30万入手地铁口精装3房 大小区带学位发售,中层,精装修,101.3
508,19792.0,190.0,3室2厅,11190.0,东南,急售番禺沙湾碧桂园芷兰湾.南向精装三房 送全屋家电产权车位,中层,精装修,96.0
509,16839.0,163.0,3室2厅,9600.0,南,业主急售 内转单位 现楼 地铁物业 精装三房 万科里享家,中层,精装修,96.8
510,17586.0,183.0,3室2厅,10778.0,南北,28号地铁开通稳赚 一成首付 送产权车位 速速来电抢,中层,精装修,104.1
511,19180.0,180.0,3室2厅,10601.0,南,时代水岸 金沙洲万达旁 一线望江，江边的风景怡人,中层,豪华装修,93.9
512,23529.0,200.0,3室2厅,11779.0,南,碧桂园玺悦 一线无敌海景 地铁口物业 单合同首付48万起,中层,豪华装修,85.0
513,19801.0,165.0,3室2厅,9718.0,南,丰庭花园 高层直厅南向 送家私电器 可拎包入住 随时看房,中层,精装修,83.3
514,18112.0,183.0,3室2厅,10778.0,南,招商雍景湾 精装修 格局规整 有内部特选单位 即将开盘,低层,精装修,101.0
515,24096.0,200.0,3室2厅,11779.0,南,（万科城市之光）学位房，总价低，近地铁，配套齐，可议价，急售,中层,精装修,83.0
516,20514.0,170.0,3室2厅,10012.0,南,首付10万 可公积金 带省级 依山望海 碧桂园玺悦,中层,精装修,82.9
517,16000.0,160.0,3室2厅,9423.0,南,(笋盘推荐)房东移民卖房 产权清晰 无抵押无贷款 时代倾城,中层,精装修,100.0
518,18636.0,164.0,3室2厅,9659.0,南,万科海上明月 江景三房 带学位可公积金 额外98折加送管理费,低层,精装修,88.0
519,18553.0,189.0,3室2厅,11132.0,南,万科春风十里南向三房 首付1成不限购 万达旁地铁5站到天河,中层,精装修,101.9
520,18760.0,170.0,3室2厅,10012.0,南,荔城万达中心 尚东新采光3房 57万入住 可公积金 省级学校,低层,简单装修,90.6
521,19101.0,170.0,3室2厅,10012.0,东南,富士康科技小镇 21号线快线凤岗站 内部单位 来电95折,中层,豪华装修,89.0
522,17648.0,163.0,3室2厅,9600.0,南,知识城醉好的户型)招商雍景湾 省级名校 总价板块醉低 刚需房,中层,精装修,92.4
523,16716.0,170.0,3室2厅,10012.0,南,真实一手内部特价173万买4房，错过不在有，南沙滨海新城,低层,精装修,101.7
524,19964.0,208.0,3室2厅,12251.0,东南,我去看过很喜欢60万平湖山园林景区门口地铁出行位于市中心,中层,精装修,104.2
525,21903.0,195.0,3室2厅,11485.0,南,（真实在售）碧桂园天玺湾 精装三房 业主置换 欢迎选购,低层,精装修,89.0
526,17090.0,185.0,3室2厅,10896.0,南北,（阳光城丽景湾）三房两厅，中层，精装修，业主急售，随时可看,低层,精装修,108.3
527,19435.0,165.0,3室2厅,9718.0,南,碧桂园玺悦 海景精装三房 可公积金 单合同 内部渠道价,中层,豪华装修,84.9
528,21505.0,200.0,3室2厅,11779.0,南,华侨城（番禺笋盘）配套成熟，近地铁，带学位，产权清晰，高层,高层,精装修,93.0
529,19651.0,186.0,3室2厅,10955.0,东南,收官之作保力复室南向四房不限购，来电折扣四站到天河不限购,低层,精装修,94.7
530,18525.0,166.0,3室2厅,9777.0,东南,地铁口物业 招商雍景湾 精装3房带省级学位 来电立减10万,中层,精装修,89.6
531,22222.0,200.0,3室2厅,11779.0,南北,万达旁 带精装修 环境优美 配套成熟 一线江景无遮挡,低层,精装修,90.0
532,17917.0,172.0,3室2厅,10130.0,东南,美的云筑 单合同 送五年管理费 团购优惠8万 精装修 地铁旁,中层,精装修,96.0
533,19017.0,166.0,3室2厅,9777.0,南北,时代糖果 业主急售 中高层望花园 证过两年免重税 笋盘急售,中层,精装修,87.3
534,18730.0,180.0,3室2厅,10601.0,南,碧桂园城市花园 南北对流 一线风景 高层小三房 业主急售,中层,毛坯,96.1
535,20059.0,185.0,3室2厅,10896.0,南北,合生湖山国际 单合同 单价2万起 团购特惠 可享受9.7折,中层,精装修,92.2
536,20027.0,195.0,3室2厅,11485.0,南,广州不限购别墅 首付45万 买三层送两层 独门独院 特卖,低层,精装修,97.4
537,18031.0,170.0,3室2厅,10012.0,东南,真盘实价 雅居乐万科热橙 房子很新 交通方便 地段繁华,中层,精装修,94.3
538,26857.0,188.0,3室2厅,11073.0,南,沙河顶地铁口 永福正街 南北向三房 带精装 有钥匙随时看房,低层,简单装修,70.0
539,19780.0,180.0,3室2厅,10601.0,南,越秀东坡 总价180万楼层任选 团购送5年管理费,低层,精装修,91.0
540,17528.0,156.0,3室2厅,9188.0,东南,广园东东方名都 满五唯一免个税 段繁华 产权清晰 即可过户,中层,精装修,89.0
541,16779.0,155.0,3室2厅,9129.0,南,保利央企打造，紫山花园，森林里的楼盘，业主换房广州，降价急售,低层,精装修,92.4
542,17647.0,150.0,3室2厅,8834.0,南,（万科金域中央）不限购，省级学位房，地铁旁物业，周边配套成熟,低层,精装修,85.0
543,18066.0,162.0,3室2厅,9541.0,东南,嘉汇城 东南向三房 全新未入住 名校环绕 业主置换别墅 急售,中层,精装修,89.7
544,17855.0,160.0,3室2厅,9423.0,南,招商雍景湾 接受公积金贷款 依山傍水 可入读广州二中 单合同,中层,精装修,89.6
545,16163.0,153.0,3室2厅,9011.0,东南,越秀滨海新城 首付10万 成功认购送3年管理费 欢迎致电,中层,精装修,94.7
546,16471.0,140.0,3室2厅,8245.0,东南,越秀滨海新城 笋盘139万三房 低首付来电详询 送管理费,高层,精装修,85.0
547,18866.0,176.0,3室2厅,10366.0,南北,时代水岸 精装南向三房 内部保留单位 楼层靓户型好 笋盘急售,中层,精装修,93.3
548,15909.0,140.0,3室2厅,8245.0,南,急售 时代家 刚需三房 内部渠道价 首付免息分期40万即可,低层,精装修,88.0
549,15887.0,146.0,3室2厅,8599.0,东南,腾飞园中新里 何堂下地铁站 带学位 首付三成 可随时看房,中层,精装修,91.9
550,15417.0,130.0,3室2厅,7656.0,南,敏捷绿湖国际，送车位送管理费，85三房首付1成可分期，单合同,中层,精装修,84.3
551,16914.0,145.0,3室2厅,8540.0,南,滨海新城 一口价150万96方大三房 12年教育 可公积金,低层,精装修,85.7
552,17302.0,158.0,3室2厅,9306.0,东南,中泰天境花园（急售）附带名校学位 拎包入住 来电95折。,低层,精装修,91.3
553,16163.0,139.0,3室2厅,8187.0,东南,新塘中森名苑 官湖地铁站 13号线 刚需盘,中层,精装修,86.0
554,15158.0,144.0,3室2厅,8481.0,南,笑傲江湖令狐冲重出欲称霸武林故惜豪宅有意抛售 中层,中层,精装修,95.0
555,14613.0,155.0,3室2厅,9129.0,南北,荔富湖畔 四站到天河 单合同不限购 活动价内部团购价专车接,中层,精装修,106.1
556,18078.0,167.0,3室2厅,9836.0,南,年底加推团购优惠价 来电送五年管理费再享额外95折 欢迎致电,中层,精装修,92.4
557,16111.0,145.0,3室2厅,8540.0,南北,地铁口物业 内部转名单位 业主急售 省级学位 可公积金,中层,精装修,90.0
558,13675.0,160.0,3室1厅,9423.0,南,金地香山湖双12送福利 新推20套特价房可公积金特价1.3万,中层,精装修,117.0
559,17875.0,160.0,3室2厅,9423.0,南,(首付一成)享内部员工价 中新知识城 公积金 来电赠送管理费,中层,精装修,89.5
560,17647.0,150.0,3室2厅,8834.0,南,"万科金域中央,学位房，总价低，近地铁，配套齐，可议价，急售",中层,精装修,85.0
561,15616.0,139.0,3室2厅,8187.0,南,成熟大盘 誉山国际全新加推四期带装修南向通透 可以用公积金,中层,精装修,89.0
562,18795.0,156.0,3室2厅,9188.0,南北,业主急售 图片实拍 精装三房 低于市场价出售,低层,精装修,83.0
563,17624.0,155.0,3室2厅,9129.0,南,省级学位房（万科金域缇香）不限购，产权清晰，近地铁，配套齐,中层,精装修,88.0
564,18456.0,174.0,3室2厅,10248.0,南,保利中航城花园 精装修复式 地铁4站天河 内部特价,高层,精装修,94.3
565,15537.0,133.0,3室2厅,7833.0,东南,广州绿地城 开发商新推臻藏10套单位 单价1字头 送5年管理,中层,精装修,85.6
566,16837.0,165.0,3室2厅,9718.0,南,黄埔未来城 内部特价93折 南北通透精装修 近地铁 带学位,中层,精装修,98.0
567,18059.0,166.7,3室2厅,9818.0,南,南向内部特价三房 团购再减5万 专车来回接送 详情请来电,中层,精装修,92.3
568,18070.0,166.8,3室2厅,9824.0,南,（团购减十万）年末特价 招商雍景湾 单合同 另赠送物业管理费,中层,精装修,92.3
569,17682.0,159.0,3室2厅,9365.0,南,中新知识城（内部转名单位）赠送管理费 可公积金 来电专車接送,中层,精装修,89.9
570,14396.0,131.0,3室2厅,7715.0,南,（首付一成）单合同 内部促销 送产权车位 敏捷绿湖国际城,中层,精装修,91.0
571,16602.0,171.0,3室2厅,10071.0,南,想买滨海新城可找我 帮你拿送管理费 决对低于现场价位,中层,精装修,103.0
572,17658.0,163.0,3室2厅,9600.0,东南,招商雍景湾 千亿中新知识城 单合同 地铁旁 一成首付买三房,中层,精装修,92.3
573,18857.0,132.0,3室2厅,7774.0,南,万科海上明月 内部转单位 单合同 带豪装 可公积金 来电看房,低层,精装修,70.0
574,14286.0,140.0,3室2厅,8245.0,南北,碧桂园左岸 中高层 业主工作调动 满二年 可以公积金贷款,高层,精装修,98.0
575,15964.0,140.0,3室2厅,8245.0,南,注意！首付11万！笋价小三房 南向望花园 仅有一套 错过即没,中层,毛坯,87.7
576,15747.0,137.0,3室2厅,8069.0,南,云溪四季 单合同 内部95折 首付28万 带精装修 来电优惠,中层,精装修,87.0
577,19247.0,179.0,3室2厅,10543.0,南,花都万达城 巨资打造 近地铁轻轨 华师附中旁 精装南向洋房,低层,精装修,93.0
578,12870.0,148.0,3室2厅,8717.0,南北,中坚豪庭 地铁21号线 万达广场旁 带省级学位 来电价格可谈,中层,精装修,115.0
579,17511.0,150.0,3室2厅,8834.0,东南,全新加推（内部97折）首付16万起，成熟大盘,中层,精装修,85.7
580,15909.0,140.0,3室2厅,8245.0,南,（内部员工价）珠江壹城 从化十万人口大社区 业主急需转让,中层,精装修,88.0
581,19220.0,165.0,3室2厅,9718.0,南,恒展江山时代 年底开通地铁 爱江山更爱美人 为爱人买套房呗~,中层,精装修,85.9
582,16152.0,139.0,3室2厅,8187.0,南,越秀滨海新城 团购专场，可做一成首付 前十名额外送5年管理费,中层,精装修,86.1
583,18200.0,168.0,3室2厅,9895.0,南,团购价 买中新知识城 地铁口带省一级学位 团购享受8万优惠,中层,精装修,92.3
584,19036.0,179.0,3室2厅,10543.0,南,（单合同）央企品质 6米高复式 21号线地铁快线站上盖,中层,精装修,94.0
585,19509.0,167.0,3室2厅,9836.0,南,（真实在售 随时看）低于市场价出售 全新未住 南向3房,中层,精装修,85.6
586,18302.0,164.0,3室2厅,9659.0,南,招商雍景湾地铁口住宅 新加坡市二中 有山有水宜居,低层,精装修,89.6
587,17652.0,158.0,3室2厅,9306.0,东南,招商雍景湾 配套成熟地铁口旁 单合同精装三房 可公积金贷款,中层,精装修,89.5
588,14607.0,130.0,3室2厅,7656.0,东南,内部员工特价 送产权车位 增城区府核心板块 带省级学位,中层,精装修,89.0
589,17647.0,150.0,3室2厅,8834.0,南,推荐（万科金域中央）低调的奢华，欧式田园风，学位房地铁物业,中层,精装修,85.0
590,16726.0,178.0,3室2厅,10484.0,南,保利星海小镇 精装三房，小区自带省级学位 来电 送全部家电,中层,精装修,106.4
591,16416.0,142.0,3室2厅,8363.0,南,阳光城熙悦 万达旁 首付可分期 可公积金 认购送5年管理费,中层,精装修,86.5
592,19540.0,170.0,3室2厅,10012.0,南,越秀东坡，内部团购优惠，可公积金，送车位加管理费，来电98折,中层,精装修,87.0
593,18000.0,162.0,3室2厅,9541.0,南,龙湖双珑原著公积金 首付免息分期 来电享团购95折怎送管理费,中层,精装修,90.0
594,17461.0,155.0,3室1厅,9129.0,南,誉山国际 四区新推啦 年底95折员工认购 首付1成可签约,中层,精装修,88.8
595,18372.0,153.0,3室2厅,9011.0,南,阳光城 (刚需优选) 双地铁口 入读华师附中 靠近万达广场,中层,精装修,83.3
596,17021.0,160.0,3室2厅,9423.0,南,阳光城熙悦 送五年管理费 首付50万 自贸区 di铁旁物业,中层,精装修,94.0
597,19348.0,178.0,3室2厅,10484.0,南北,新塘江景房 13号线紫泥站700米 甘泉公立学校 首付30万,中层,精装修,92.0
598,15049.0,138.0,3室2厅,8128.0,南,荔湖城 业主急售回老家发展啦，低于市场价，只此一套 手慢无,中层,精装修,91.7
599,17805.0,160.0,3室2厅,9423.0,南,贸区惊现一字头央企豪宅 可公积金 省级学位房 内部加推 笋爆,中层,精装修,89.9
600,14786.0,138.0,3室2厅,8128.0,南北,金融街花溪小镇  首付40万 电梯大三房 精装修 全新未入住,中层,精装修,93.3
601,14342.0,134.0,3室2厅,7892.0,南,现房全新未入住 可公积金 首付可分期 省级学校在家门 送车位,中层,精装修,93.4
602,16166.0,155.0,3室2厅,9129.0,南,阳光城澜悦 可做一成首付 内部转让单位 来电送管理费,中层,精装修,95.9
603,15696.0,145.0,3室2厅,8540.0,南,保利紫山花园（内部转名单位），精装无税费，单合同业主急出手,中层,精装修,92.4
604,13905.0,146.0,3室2厅,8599.0,南,（真实在售，随时看房）黄冈名校 万达商圈 首付仅需0.5成,中层,精装修,105.0
605,20851.0,177.0,3室2厅,10425.0,南,VR全景 碧桂园玺悦 85方带精装 可公积金贷 来电享98折,中层,精装修,84.9
606,12202.0,106.0,3室2厅,6243.0,西南,金地香山湖  年底特价 双地铁一轻轨 带省级学位 可公积金,中层,精装修,86.9
607,13411.0,120.0,3室2厅,7067.0,南,长信公馆 精装3房 业主全新未入住 低于市场价 笋盘出售,中层,精装修,89.5
608,23529.0,200.0,3室2厅,11779.0,南,碧桂园玺悦 一线无敌海景 地铁口物业 单合同首付48万起,中层,豪华装修,85.0
609,15964.0,120.0,3室2厅,7067.0,南,云溪四季 精装三房带学位 单合同低首付 房源真实 欢迎来电,中层,精装修,75.2
610,12632.0,120.0,3室2厅,7067.0,南,（中新广州知识城）学位房，总价低，产权清晰，可议价，近地铁，,中层,精装修,95.0
611,13780.0,125.7,3室2厅,7403.0,南,黄冈中学旁 地铁口500米 广州新新东站 首付一成,低层,精装修,91.2
612,15698.0,148.0,3室2厅,8717.0,南,中航城花园，证满两年，保利物业，中层南向，业主包税，来电看房,中层,精装修,94.3
613,17034.0,136.0,3室2厅,8010.0,南,云溪四季 送家电 新推特价精装三房 地铁五站到天河 不限购,中层,精装修,79.8
614,18332.0,178.0,3室2厅,10484.0,南,碧桂园玺悦 720度全景看房 手上有97方内部单位 欢迎致电,中层,精装修,97.1
615,13810.0,116.0,3室2厅,6832.0,南北,真 房(笋盘推荐）敏捷绿湖 业主做生意年底要资金回笼 随时看,中层,精装修,84.0
616,19435.0,165.0,3室2厅,9718.0,南,碧桂园玺悦 海景精装三房 可公积金 单合同 内部渠道价,中层,豪华装修,84.9
