,UserNo,ProgramNo,RecommendScore,ProgramName
510,10935,107,0.2886751345948129,门徒
294,10936,122,1.1654689779943082,07月18日 巨神战击队第三季
199,10936,151,1.1263550826926982,饥饿游戏
255,10936,137,0.8660254037844387,神秘事件
244,10936,138,0.6666666666666666,花咒
325,10936,212,0.6654689779943082,08月19日 汪汪队立大功
353,10936,94,0.6654689779943082,浪花一朵朵
458,10936,86,0.6439505508593789,银河护卫队
539,10936,134,0.5573194889638491,漂洋过海来爱你
55,10936,189,0.43774633309479893,07月19日 熊熊乐园
375,10936,130,0.38477345889550185,傲慢与偏见与僵尸
287,10944,207,0.2886751345948129,08月08日 小猪佩奇
555,10944,145,0.2886751345948129,喜欢你
560,10944,181,0.2886751345948129,07月28日 神兽金刚
124,10965,203,1.1263550826926982,08月05日 熊熊乐园
424,10965,196,0.8164965809277261,07月31日 小猪佩奇
371,10965,130,0.7930217493593649,傲慢与偏见与僵尸
160,10965,152,0.696923425058676,名侦探柯南
321,10965,212,0.5573194889638491,08月19日 汪汪队立大功
290,10965,122,0.4824045318333193,07月18日 巨神战击队第三季
52,10965,189,0.43774633309479893,07月19日 熊熊乐园
438,10965,191,0.4082482904638631,07月23日 大耳朵图图彩色小世界
450,10965,166,0.4082482904638631,变形金刚 第一季
396,10965,173,0.38477345889550185,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
422,10994,173,0.9855985596534889,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
548,10994,134,0.5773502691896258,漂洋过海来爱你
155,10994,203,0.4082482904638631,08月05日 熊熊乐园
220,10994,151,0.4082482904638631,饥饿游戏
514,10994,107,0.4082482904638631,门徒
530,10994,123,0.4082482904638631,07月19日 巨神战击队第三季
169,11002,152,1.5245638646895836,名侦探柯南
298,11002,122,1.282762754436745,07月18日 巨神战击队第三季
204,11002,151,1.2437974494006498,饥饿游戏
280,11002,207,1.0773502691896257,08月08日 小猪佩奇
463,11002,86,0.7071067811865475,银河护卫队
329,11002,212,0.7054124852471191,08月19日 汪汪队立大功
357,11002,94,0.7054124852471191,浪花一朵朵
402,11002,173,0.6664471802110241,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
260,11002,137,0.5,神秘事件
507,11002,107,0.4082482904638631,门徒
140,11021,203,1.3782995627456247,08月05日 熊熊乐园
310,11021,122,1.0896244281508118,07月18日 巨神战击队第三季
433,11021,196,1.0,07月31日 小猪佩奇
389,11021,130,0.8651483716701107,傲慢与偏见与僵尸
180,11021,152,0.816227766016838,名侦探柯南
361,11021,94,0.6813761376869487,浪花一朵朵
413,11021,173,0.6538235062649236,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
448,11021,191,0.5,07月23日 大耳朵图图彩色小世界
236,11021,112,0.4082482904638631,07月14日 中国新歌声 第二季：杰伦Eason对唱
474,11021,86,0.4082482904638631,银河护卫队
2,11039,121,0.8779644730092272,07月16日 巨神战击队第三季
100,11039,104,0.5,美国司法
103,11039,171,0.5,神兽金刚 第一季
107,11039,6,0.3779644730092272,海底小纵队
110,11039,7,0.3779644730092272,蓝精灵：寻找神秘村
114,11039,21,0.3779644730092272,使徒行者2
118,11039,23,0.3779644730092272,欢乐颂2
122,11039,43,0.3779644730092272,临时演员
99,11040,104,0.3779644730092272,美国司法
102,11040,171,0.3779644730092272,神兽金刚 第一季
613,11040,202,0.2672612419124244,08月05日 小猪佩奇
614,11040,118,0.0668153104781061,打工捱世界Ⅱ
615,11040,8,0.0668153104781061,银河护卫队2
616,11040,10,0.0668153104781061,讲古：惠来海角甘泉
617,11040,11,0.0668153104781061,讲古：贼
618,11040,17,0.0668153104781061,08月09日 智慧树
619,11040,19,0.0668153104781061,曹格演唱会
620,11040,29,0.0668153104781061,镇魂街 第一季
1,11042,121,0.0668153104781061,07月16日 巨神战击队第三季
93,11042,182,0.0668153104781061,06月07日 熊熊乐园
106,11042,6,0.0668153104781061,海底小纵队
113,11042,21,0.0668153104781061,使徒行者2
117,11042,23,0.0668153104781061,欢乐颂2
121,11042,43,0.0668153104781061,临时演员
49,11042,157,0.051031036307982884,一拳超人
191,11042,152,0.051031036307982884,名侦探柯南
318,11042,122,0.051031036307982884,07月18日 巨神战击队第三季
634,11042,18,0.051031036307982884,08月10日 智慧树
170,11056,152,1.5245638646895836,名侦探柯南
299,11056,122,1.282762754436745,07月18日 巨神战击队第三季
205,11056,151,1.2437974494006498,饥饿游戏
281,11056,207,1.0773502691896257,08月08日 小猪佩奇
464,11056,86,0.7071067811865475,银河护卫队
330,11056,212,0.7054124852471191,08月19日 汪汪队立大功
358,11056,94,0.7054124852471191,浪花一朵朵
403,11056,173,0.6664471802110241,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
261,11056,137,0.5,神秘事件
508,11056,107,0.4082482904638631,门徒
50,11076,157,0.2886751345948129,一拳超人
192,11076,152,0.2886751345948129,名侦探柯南
319,11076,122,0.2886751345948129,07月18日 巨神战击队第三季
573,11076,135,0.2886751345948129,灰姑娘
635,11076,18,0.2886751345948129,08月10日 智慧树
636,11076,101,0.2886751345948129,心理罪
637,11076,102,0.2886751345948129,生活大爆炸 第八季
638,11076,129,0.2886751345948129,101次求婚
639,11076,174,0.2886751345948129,美女与野兽
640,11076,188,0.2886751345948129,07月18日 熊熊乐园
165,11207,152,1.6547005383792517,名侦探柯南
130,11207,203,1.0773502691896257,08月05日 熊熊乐园
245,11207,138,0.5773502691896258,花咒
256,11207,137,0.5,神秘事件
271,11207,100,0.5,左轮手枪
553,11207,145,0.5,喜欢你
558,11207,181,0.5,07月28日 神兽金刚
376,11207,130,0.4082482904638631,傲慢与偏见与僵尸
459,11207,86,0.4082482904638631,银河护卫队
481,11207,133,0.4082482904638631,忍者神龟：变种时代
331,11239,212,1.3718596654581432,08月19日 汪汪队立大功
359,11239,94,0.9636113749942801,浪花一朵朵
171,11239,152,0.9246460699581853,名侦探柯南
404,11239,173,0.9186181162909897,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
378,11239,130,0.855461885963821,傲慢与偏见与僵尸
496,11239,149,0.47140452079103173,赌城群英会
509,11239,107,0.47140452079103173,门徒
518,11239,123,0.47140452079103173,07月19日 巨神战击队第三季
70,11239,125,0.4472135954999579,07月21日 赛尔号之幻梦战记
489,11239,4,0.4472135954999579,巧虎来啦
434,11260,196,1.414213562373095,07月31日 小猪佩奇
141,11260,203,1.2437974494006498,08月05日 熊熊乐园
342,11260,212,0.9653056709337086,08月19日 汪汪队立大功
390,11260,130,0.9653056709337086,傲慢与偏见与僵尸
311,11260,122,0.8355491589367869,07月18日 巨神战击队第三季
181,11260,152,0.7071067811865475,名侦探柯南
449,11260,191,0.7071067811865475,07月23日 大耳朵图图彩色小世界
414,11260,173,0.6664471802110241,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
237,11260,112,0.5773502691896258,07月14日 中国新歌声 第二季：杰伦Eason对唱
475,11260,86,0.5773502691896258,银河护卫队
300,11270,122,0.7876322868078697,07月18日 巨神战击队第三季
541,11270,134,0.7876322868078697,漂洋过海来爱你
71,11270,125,0.31622776601683794,07月21日 赛尔号之幻梦战记
77,11270,127,0.31622776601683794,07月29日 超级飞侠二
332,11270,212,0.31622776601683794,08月19日 汪汪队立大功
360,11270,94,0.31622776601683794,浪花一朵朵
379,11270,130,0.31622776601683794,傲慢与偏见与僵尸
490,11270,4,0.31622776601683794,巧虎来啦
566,11270,147,0.31622776601683794,武林外传
567,11270,148,0.31622776601683794,白鹿原
156,11271,203,0.4082482904638631,08月05日 熊熊乐园
221,11271,151,0.4082482904638631,饥饿游戏
423,11271,173,0.4082482904638631,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会
502,11271,149,0.4082482904638631,赌城群英会
515,11271,107,0.4082482904638631,门徒
549,11271,134,0.35355339059327373,漂洋过海来爱你
561,11271,181,0.35355339059327373,07月28日 神兽金刚
601,11271,116,0.35355339059327373,08月27日 极限挑战 第三季：张艺兴雪耻重振皮革厂
604,11271,153,0.35355339059327373,小马宝莉中文版
607,11271,195,0.35355339059327373,07月29日 小猪佩奇
208,11325,151,1.414213562373095,饥饿游戏
313,11325,122,0.5773502691896258,07月18日 巨神战击队第三季
581,11325,87,0.5773502691896258,白夜追凶
43,11325,157,0.30151134457776363,一拳超人
58,11325,189,0.30151134457776363,07月19日 熊熊乐园
263,11325,137,0.30151134457776363,神秘事件
522,11325,123,0.30151134457776363,07月19日 巨神战击队第三季
569,11325,135,0.30151134457776363,灰姑娘
582,11325,156,0.30151134457776363,08月20日 我们相爱吧之爱有天意：吴昕潘玮柏十指相扣
584,11325,160,0.30151134457776363,熊出没之夏日连连看
