,用户号,设备号,点播日期,节目名称,点播金额,点播金额.元.,二级目录
412,10560,10841,20170723,超级飞侠3,99,0.99,动漫剧场
413,10560,10841,20170903,汪汪队立大功 第一季,49,0.49,动漫剧场
414,10569,10854,20170820,迪迦奥特曼,49,0.49,动漫剧场
415,10570,10862,20170703,嫌疑人X的献身,999,9.99,院线大片
416,10570,10862,20170704,赌城群英会,99,0.99,精彩点
417,10570,10862,20170704,血狼犬,999,9.99,院线大片
418,10570,10862,20170705,赌城群英会,99,0.99,精彩点
419,10570,10862,20170707,喜欢你,999,9.99,院线大片
420,10570,10862,20170707,白鹿原,99,0.99,精彩点
421,10570,10862,20170709,鸟人,499,4.99,精彩点
422,10570,10862,20170818,楚乔传,99,0.99,精彩点
423,10570,10862,20170818,楚乔传,99,0.99,精彩点
424,10570,10862,20170829,悟空传,999,9.99,院线大片
425,10570,10862,20170902,绣春刀II：修罗战场,999,9.99,院线大片
426,10570,10862,20170919,武林外传,499,4.99,精彩点
427,10570,10862,20170920,女间谍,999,9.99,院线大片
428,10570,10862,20170921,杀破狼2,499,4.99,热点专题
429,10570,10862,20170930,反转人生,999,9.99,院线大片
430,10570,10862,20170930,心理罪,999,9.99,院线大片
431,10622,10910,20170812,摔跤吧！爸爸,999,9.99,院线大片
432,10636,10158,20170705,饥饿游戏,499,4.99,热点专题
433,10636,10158,20170906,吃吃的爱,499,4.99,精彩点
434,10636,10158,20170923,使徒行者2,99,0.99,精彩点
435,10636,10158,20170923,使徒行者2,99,0.99,精彩点
436,10636,10158,20170923,使徒行者2,99,0.99,精彩点
437,10636,10158,20170923,使徒行者2,99,0.99,精彩点
438,10645,10931,20170727,速度与激情8,999,9.99,院线大片
439,10674,10729,20170716,长城,999,9.99,院线大片
440,10674,10729,20170812,名侦探柯南,99,0.99,动漫剧场
441,10674,10729,20170812,名侦探柯南,99,0.99,动漫剧场
442,10675,11166,20170818,小马宝莉中文版,49,0.49,动漫剧场
443,10678,10462,20170707,05月26日 奔跑吧：陈赫玩烧脑怒怼邓超 刘涛被众疑超揪心,99,0.99,精彩点
444,10678,10462,20170710,06月16日 奔跑吧：热巴林依晨变暴力姐妹花,99,0.99,精彩点
445,10691,10664,20170803,速度与激情8,999,9.99,院线大片
446,10691,10664,20170806,女间谍,999,9.99,院线大片
447,10691,10664,20170814,逆时营救,999,9.99,院线大片
448,10691,10664,20170827,雄狮,999,9.99,院线大片
449,10691,10664,20170827,你的名字,999,9.99,院线大片
450,10691,10664,20170912,新木乃伊,999,9.99,院线大片
451,10693,10950,20170925,那年花开月正圆,99,0.99,精彩点
452,10693,10950,20170925,那年花开月正圆,99,0.99,精彩点
453,10693,10950,20170925,那年花开月正圆,99,0.99,精彩点
454,10693,10950,20170925,09月22日 极速前进 第四季：潜水女神贾静雯,99,0.99,精彩点
455,10693,10950,20170925,那年花开月正圆,99,0.99,精彩点
456,10695,10773,20170824,08月20日 我们相爱吧之爱有天意：吴昕潘玮柏十指相扣,99,0.99,精彩点
457,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
458,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
459,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
460,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
461,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
462,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
463,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
464,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
465,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
466,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
467,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
468,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
469,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
470,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
471,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
472,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
473,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
474,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
475,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
476,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
477,10696,10779,20170702,小马宝莉中文版,49,0.49,动漫剧场
478,10696,10779,20170703,小马宝莉中文版,49,0.49,动漫剧场
479,10696,10779,20170703,樱桃小丸子,49,0.49,动漫剧场
480,10696,10779,20170703,小马宝莉中文版,49,0.49,动漫剧场
481,10696,10779,20170703,小马宝莉中文版,49,0.49,动漫剧场
482,10696,10779,20170703,小马宝莉中文版,49,0.49,动漫剧场
483,10696,10779,20170703,小马宝莉中文版,49,0.49,动漫剧场
484,10696,10779,20170703,小马宝莉中文版,49,0.49,动漫剧场
485,10696,10779,20170703,小马宝莉中文版,49,0.49,动漫剧场
486,10696,10779,20170703,小马宝莉中文版,49,0.49,动漫剧场
487,10696,10779,20170703,小马宝莉中文版,49,0.49,动漫剧场
488,10696,10779,20170703,樱桃小丸子,49,0.49,动漫剧场
489,10696,10779,20170703,樱桃小丸子,49,0.49,动漫剧场
490,10696,10779,20170703,樱桃小丸子,49,0.49,动漫剧场
491,10696,10779,20170705,小马宝莉中文版,49,0.49,动漫剧场
492,10696,10779,20170705,小马宝莉中文版,49,0.49,动漫剧场
493,10696,10779,20170705,小马宝莉中文版,49,0.49,动漫剧场
494,10696,10779,20170707,小马宝莉中文版,49,0.49,动漫剧场
495,10696,10779,20170707,小马宝莉中文版,49,0.49,动漫剧场
496,10696,10779,20170707,小马宝莉中文版,49,0.49,动漫剧场
497,10696,10779,20170707,小马宝莉中文版,49,0.49,动漫剧场
498,10696,10779,20170707,小马宝莉中文版,49,0.49,动漫剧场
499,10696,10779,20170707,小马宝莉中文版,49,0.49,动漫剧场
500,10696,10779,20170707,小马宝莉中文版,49,0.49,动漫剧场
501,10696,10779,20170707,小马宝莉中文版,49,0.49,动漫剧场
502,10696,10779,20170707,小马宝莉中文版,49,0.49,动漫剧场
503,10696,10779,20170707,小马宝莉中文版,49,0.49,动漫剧场
504,10696,10779,20170708,小马宝莉中文版,49,0.49,动漫剧场
505,10696,10779,20170708,樱桃小丸子,49,0.49,动漫剧场
506,10696,10779,20170710,小马宝莉中文版,49,0.49,动漫剧场
507,10696,10779,20170712,小马宝莉中文版,49,0.49,动漫剧场
508,10696,10779,20170713,樱桃小丸子,49,0.49,动漫剧场
509,10696,10779,20170713,樱桃小丸子,49,0.49,动漫剧场
510,10696,10779,20170715,小马宝莉中文版,49,0.49,动漫剧场
511,10696,10779,20170715,小马宝莉中文版,49,0.49,动漫剧场
512,10696,10779,20170715,小马宝莉中文版,49,0.49,动漫剧场
513,10696,10779,20170715,小马宝莉中文版,49,0.49,动漫剧场
514,10696,10779,20170715,小马宝莉中文版,49,0.49,动漫剧场
515,10696,10779,20170715,小马宝莉中文版,49,0.49,动漫剧场
516,10696,10779,20170715,小马宝莉中文版,49,0.49,动漫剧场
517,10696,10779,20170715,小马宝莉中文版,49,0.49,动漫剧场
518,10696,10779,20170715,小马宝莉中文版,49,0.49,动漫剧场
519,10696,10779,20170715,小马宝莉中文版,49,0.49,动漫剧场
520,10696,10779,20170722,小马宝莉中文版,49,0.49,动漫剧场
521,10696,10779,20170722,小马宝莉中文版,49,0.49,动漫剧场
522,10696,10779,20170722,小马宝莉中文版,49,0.49,动漫剧场
523,10696,10779,20170722,小马宝莉中文版,49,0.49,动漫剧场
524,10696,10779,20170722,小马宝莉中文版,49,0.49,动漫剧场
525,10696,10779,20170723,小马宝莉中文版,49,0.49,动漫剧场
526,10696,10779,20170723,小马宝莉中文版,49,0.49,动漫剧场
527,10696,10779,20170723,小马宝莉中文版,49,0.49,动漫剧场
528,10696,10779,20170723,小马宝莉中文版,49,0.49,动漫剧场
529,10696,10779,20170723,魔卡少女樱,99,0.99,动漫剧场
530,10696,10779,20170723,魔卡少女樱,99,0.99,动漫剧场
531,10696,10779,20170723,小马宝莉中文版,49,0.49,动漫剧场
532,10696,10779,20170723,魔卡少女樱,99,0.99,动漫剧场
533,10696,10779,20170723,魔卡少女樱,99,0.99,动漫剧场
534,10696,10779,20170723,魔卡少女樱,99,0.99,动漫剧场
535,10696,10779,20170723,魔卡少女樱,99,0.99,动漫剧场
536,10696,10779,20170724,魔卡少女樱,99,0.99,动漫剧场
537,10696,10779,20170724,魔卡少女樱,99,0.99,动漫剧场
538,10696,10779,20170724,魔卡少女樱,99,0.99,动漫剧场
539,10696,10779,20170724,魔卡少女樱,99,0.99,动漫剧场
540,10696,10779,20170724,魔卡少女樱,99,0.99,动漫剧场
541,10696,10779,20170724,魔卡少女樱,99,0.99,动漫剧场
542,10696,10779,20170724,魔卡少女樱,99,0.99,动漫剧场
543,10696,10779,20170724,魔卡少女樱,99,0.99,动漫剧场
544,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
545,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
546,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
547,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
548,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
549,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
550,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
551,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
552,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
553,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
554,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
555,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
556,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
557,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
558,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
559,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
560,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
561,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
562,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
563,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
564,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
565,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
566,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
567,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
568,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
569,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
570,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
571,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
572,10696,10779,20170814,小马宝莉中文版,49,0.49,动漫剧场
573,10696,10779,20170815,小马宝莉中文版,49,0.49,动漫剧场
574,10696,10779,20170819,小马宝莉中文版,49,0.49,动漫剧场
575,10696,10779,20170819,小马宝莉中文版,49,0.49,动漫剧场
576,10696,10779,20170819,小马宝莉中文版,49,0.49,动漫剧场
577,10696,10779,20170819,小马宝莉中文版,49,0.49,动漫剧场
578,10696,10779,20170819,小马宝莉中文版,49,0.49,动漫剧场
579,10696,10779,20170819,小马宝莉中文版,49,0.49,动漫剧场
580,10696,10779,20170819,小马宝莉中文版,49,0.49,动漫剧场
581,10696,10779,20170819,小马宝莉中文版,49,0.49,动漫剧场
582,10696,10779,20170819,小马宝莉中文版,49,0.49,动漫剧场
583,10696,10779,20170820,魔卡少女樱,99,0.99,动漫剧场
584,10696,10779,20170820,魔卡少女樱,99,0.99,动漫剧场
585,10696,10779,20170820,魔卡少女樱,99,0.99,动漫剧场
586,10696,10779,20170820,魔卡少女樱,99,0.99,动漫剧场
587,10696,10779,20170820,魔卡少女樱,99,0.99,动漫剧场
588,10696,10779,20170820,魔卡少女樱,99,0.99,动漫剧场
589,10696,10779,20170820,魔卡少女樱,99,0.99,动漫剧场
590,10696,10779,20170820,魔卡少女樱,99,0.99,动漫剧场
591,10696,10779,20170822,小马宝莉中文版,49,0.49,动漫剧场
592,10696,10779,20170822,小马宝莉中文版,49,0.49,动漫剧场
593,10696,10779,20170824,小马宝莉中文版,49,0.49,动漫剧场
594,10696,10779,20170825,小马宝莉中文版,49,0.49,动漫剧场
595,10696,10779,20170825,小马宝莉中文版,49,0.49,动漫剧场
596,10696,10779,20170825,小马宝莉中文版,49,0.49,动漫剧场
597,10696,10779,20170825,小马宝莉中文版,49,0.49,动漫剧场
598,10696,10779,20170825,小马宝莉中文版,49,0.49,动漫剧场
599,10696,10779,20170825,小马宝莉中文版,49,0.49,动漫剧场
600,10696,10779,20170902,熊出没之夏日连连看,99,0.99,动漫剧场
601,10696,10779,20170902,熊出没之夏日连连看,99,0.99,动漫剧场
602,10696,10779,20170902,熊出没之夏日连连看,99,0.99,动漫剧场
603,10696,10779,20170902,熊出没之夏日连连看,99,0.99,动漫剧场
604,10696,10779,20170902,熊出没之夏日连连看,99,0.99,动漫剧场
605,10696,10779,20170902,熊出没之夏日连连看,99,0.99,动漫剧场
606,10696,10779,20170902,熊出没之夏日连连看,99,0.99,动漫剧场
607,10696,10779,20170902,熊出没之夏日连连看,99,0.99,动漫剧场
608,10696,10779,20170902,熊出没之夏日连连看,99,0.99,动漫剧场
609,10696,10779,20170922,小猪佩奇 第五季,99,0.99,动漫剧场
610,10696,10779,20170922,小猪佩奇 第五季,99,0.99,动漫剧场
611,10696,10779,20170922,小猪佩奇 第五季,99,0.99,动漫剧场
612,10696,10779,20170922,小猪佩奇 第五季,99,0.99,动漫剧场
613,10696,10779,20170922,一拳超人,99,0.99,动漫剧场
614,10696,10779,20170922,小猪佩奇 第五季,99,0.99,动漫剧场
615,10696,10779,20170922,小猪佩奇 第五季,99,0.99,动漫剧场
616,10696,10779,20170922,一拳超人,99,0.99,动漫剧场
617,10696,10779,20170922,一拳超人,99,0.99,动漫剧场
618,10696,10779,20170922,小猪佩奇 第五季,99,0.99,动漫剧场
619,10696,10779,20170922,小猪佩奇 第五季,99,0.99,动漫剧场
620,10696,10779,20170922,小猪佩奇 第五季,99,0.99,动漫剧场
621,10696,10779,20170923,一拳超人,99,0.99,动漫剧场
622,10696,10779,20170923,一拳超人,99,0.99,动漫剧场
623,10696,10779,20170923,一拳超人,99,0.99,动漫剧场
624,10696,10779,20170923,魔卡少女樱,99,0.99,动漫剧场
625,10696,10779,20170923,一拳超人,99,0.99,动漫剧场
626,10696,10779,20170923,一拳超人,99,0.99,动漫剧场
627,10696,10779,20170923,魔卡少女樱,99,0.99,动漫剧场
628,10696,10779,20170923,一拳超人,99,0.99,动漫剧场
629,10696,10779,20170923,魔卡少女樱,99,0.99,动漫剧场
630,10696,10779,20170923,魔卡少女樱,99,0.99,动漫剧场
631,10696,10779,20170923,一拳超人,99,0.99,动漫剧场
632,10696,10779,20170923,魔卡少女樱,99,0.99,动漫剧场
633,10696,10779,20170923,一拳超人,99,0.99,动漫剧场
634,10696,10779,20170924,魔卡少女樱,99,0.99,动漫剧场
635,10696,10779,20170924,魔卡少女樱,99,0.99,动漫剧场
636,10696,10779,20170924,魔卡少女樱,99,0.99,动漫剧场
637,10696,10779,20170924,魔卡少女樱,99,0.99,动漫剧场
638,10696,10779,20170924,魔卡少女樱,99,0.99,动漫剧场
639,10696,10779,20170924,魔卡少女樱,99,0.99,动漫剧场
640,10696,10779,20170924,魔卡少女樱,99,0.99,动漫剧场
641,10696,10779,20170924,魔卡少女樱,99,0.99,动漫剧场
642,10696,10779,20170924,魔卡少女樱,99,0.99,动漫剧场
643,10696,10779,20170924,魔卡少女樱,99,0.99,动漫剧场
644,10696,10779,20170924,魔卡少女樱,99,0.99,动漫剧场
645,10696,10779,20170924,魔卡少女樱,99,0.99,动漫剧场
646,10696,10779,20170924,魔卡少女樱,99,0.99,动漫剧场
647,10696,10779,20170924,魔卡少女樱,99,0.99,动漫剧场
648,10696,10779,20170924,魔卡少女樱,99,0.99,动漫剧场
649,10696,10779,20170926,一拳超人,99,0.99,动漫剧场
650,10697,10588,20170820,守卫者-浮出水面,99,0.99,精彩点
651,10697,10588,20170823,08月13日 熊出没之环球大冒险,49,0.49,精彩点
652,10743,11287,20170707,摔跤吧！爸爸,999,9.99,院线大片
653,10746,10184,20170731,火影忍者,99,0.99,动漫剧场
654,10746,10184,20170826,哆啦A梦：大雄的南极冰冰凉大冒险,999,9.99,院线大片
655,10750,10036,20170820,足球小将,49,0.49,动漫剧场
656,10750,10036,20170902,变形金刚 第一季,49,0.49,动漫剧场
657,10770,10684,20170822,哆啦A梦：大雄的南极冰冰凉大冒险,999,9.99,院线大片
658,10770,10684,20170828,你的名字,999,9.99,院线大片
659,10770,10684,20170904,绣春刀II：修罗战场,999,9.99,院线大片
660,10770,10684,20170908,新木乃伊,999,9.99,院线大片
661,10770,10684,20170916,鲛珠传,999,9.99,院线大片
662,10791,10600,20170804,速度与激情8,999,9.99,院线大片
663,10791,10600,20170913,三生三世十里桃花,999,9.99,院线大片
664,10838,10662,20170708,摔跤吧！爸爸,999,9.99,院线大片
665,10843,10572,20170702,异星觉醒,999,9.99,院线大片
666,10843,10572,20170909,新木乃伊,999,9.99,院线大片
667,10848,11106,20170707,中国课堂数学一年级上：乘车,99,0.99,少儿乐园
668,10848,11106,20170707,打电话,99,0.99,少儿乐园
669,10848,11106,20170707,我家住在大海边,99,0.99,少儿乐园
670,10848,11106,20170707,小学语文一年级：小母鸡种稻子,99,0.99,少儿乐园
671,10848,11106,20170708,奥特银河大怪兽之战,499,4.99,少儿乐园
672,10848,11106,20170709,神兽金刚 第一季,199,1.99,少儿乐园
673,10848,11106,20170709,变形金刚领袖之证,499,4.99,少儿乐园
674,10848,11106,20170715,奥特银河大怪兽之战,499,4.99,少儿乐园
675,10848,11106,20170715,爵士兔之奇幻之旅,199,1.99,少儿乐园
676,10848,11106,20170717,奥特银河大怪兽之战,499,4.99,少儿乐园
677,10848,11106,20170717,奥特银河大怪兽之战,499,4.99,少儿乐园
678,10848,11106,20170719,奥特银河大怪兽之战,499,4.99,少儿乐园
679,10848,11106,20170720,奥特银河大怪兽之战,499,4.99,少儿乐园
680,10848,11106,20170721,奥特银河大怪兽之战,499,4.99,少儿乐园
681,10853,10001,20170831,摔跤吧！爸爸,999,9.99,院线大片
682,10872,11235,20170816,你好，是鹿晗吗 2016：难说再见《你好，是鹿晗吗》最终集收官,99,0.99,热门影视
683,10872,11235,20170816,你好，是鹿晗吗 2016：鹿晗自曝吃货属性狂送福利,99,0.99,热门影视
684,10872,11235,20170816,你好，是鹿晗吗 2016：耿直鹿晗现场求约粉丝嗨翻,99,0.99,热门影视
685,10872,11235,20170817,你好，是鹿晗吗 2016：鹿BOSS为巡演亲自召开筹备会,99,0.99,热门影视
686,10889,10298,20170802,异星觉醒,999,9.99,院线大片
687,10891,11040,20170729,摔跤吧！爸爸,999,9.99,院线大片
688,10891,11040,20170910,新木乃伊,999,9.99,院线大片
689,10907,10246,20170721,小猪佩奇 第四季,99,0.99,动漫剧场
690,10910,10425,20170716,拆弹专家,999,9.99,院线大片
691,10929,10703,20170805,速度与激情8,999,9.99,院线大片
692,10929,10703,20170903,银河护卫队2,999,9.99,院线大片
693,10929,10703,20170905,悟空传,999,9.99,院线大片
694,10929,10703,20170910,新木乃伊,999,9.99,院线大片
695,10935,10146,20170709,摔跤吧！爸爸,999,9.99,院线大片
696,10935,10146,20170820,美女与野兽,999,9.99,院线大片
697,10936,11219,20170825,速度与激情8,999,9.99,院线大片
698,10936,11219,20170828,银河护卫队2,999,9.99,院线大片
699,10936,11219,20170925,新木乃伊,999,9.99,院线大片
700,10944,10781,20170701,博人传 火影忍者新时代,99,0.99,动漫剧场
701,10944,10781,20170701,食戟之灵 第二季,99,0.99,动漫剧场
702,10944,10781,20170718,十万个冷笑话 第三季,99,0.99,动漫剧场
703,10944,10781,20170810,在下坂本，有何贵干？,99,0.99,动漫剧场
704,10944,10781,20170810,在下坂本，有何贵干？,99,0.99,动漫剧场
705,10944,10781,20170811,在下坂本，有何贵干？,99,0.99,动漫剧场
706,10944,10781,20170811,在下坂本，有何贵干？,99,0.99,动漫剧场
707,10965,11092,20170706,摔跤吧！爸爸,999,9.99,院线大片
708,10965,11092,20170909,三生三世十里桃花,999,9.99,院线大片
709,10965,11092,20170923,哆啦A梦：大雄的南极冰冰凉大冒险,999,9.99,院线大片
710,10994,10115,20170917,拆弹专家,999,9.99,院线大片
711,11002,10652,20170807,速度与激情8,999,9.99,院线大片
712,11021,10010,20170730,摔跤吧！爸爸,999,9.99,院线大片
713,11021,10010,20170903,雄狮,999,9.99,院线大片
714,11031,10777,20170807,速度与激情8,999,9.99,院线大片
715,11039,10460,20170820,神兽金刚 第一季,199,1.99,少儿乐园
716,11039,10460,20170820,神兽金刚 第一季,199,1.99,少儿乐园
717,11040,11310,20170702,神兽金刚 第一季,199,1.99,少儿乐园
718,11040,11310,20170702,神兽金刚 第一季,199,1.99,少儿乐园
719,11040,11310,20170702,奥特银河大怪兽之战,499,4.99,少儿乐园
720,11040,11310,20170702,06月01日 超级飞侠三,49,0.49,精彩点
721,11040,11310,20170702,神兽金刚 第一季,199,1.99,少儿乐园
722,11040,11310,20170702,奥特银河大怪兽之战,499,4.99,少儿乐园
723,11040,11310,20170702,06月06日 超级飞侠三,49,0.49,精彩点
724,11040,11310,20170729,07月28日 神兽金刚,49,0.49,精彩点
725,11040,11310,20170729,06月23日 神兽金刚,49,0.49,精彩点
726,11040,11310,20170729,07月10日 神兽金刚,49,0.49,精彩点
727,11040,11310,20170813,07月07日 疯狂小糖,49,0.49,精彩点
728,11042,10767,20170705,06月06日 超级飞侠三,49,0.49,精彩点
729,11042,10767,20170705,奔跑吧兄弟 第二季,99,0.99,精彩点
730,11042,10767,20170706,06月07日 熊熊乐园,49,0.49,精彩点
731,11042,10767,20170706,07月03日 熊熊乐园,49,0.49,精彩点
732,11042,10767,20170706,07月02日 熊熊乐园,49,0.49,精彩点
733,11042,10767,20170712,06月28日 新大头儿子和小头爸爸,49,0.49,精彩点
734,11042,10767,20170723,07月21日 熊熊乐园,49,0.49,精彩点
735,11042,10767,20170727,07月23日 大耳朵图图彩色小世界,49,0.49,精彩点
736,11042,10767,20170730,07月26日 小猪佩奇,49,0.49,精彩点
737,11042,10767,20170730,07月25日 小猪佩奇,49,0.49,精彩点
738,11042,10767,20170731,07月29日 小猪佩奇,49,0.49,精彩点
739,11042,10767,20170731,07月23日 大耳朵图图彩色小世界,49,0.49,精彩点
740,11042,10767,20170803,08月03日 小猪佩奇,49,0.49,精彩点
741,11042,10767,20170803,08月02日 小猪佩奇,49,0.49,精彩点
742,11042,10767,20170806,07月25日 小猪佩奇,49,0.49,精彩点
743,11042,10767,20170806,08月06日 小猪佩奇,49,0.49,精彩点
744,11042,10767,20170806,07月26日 小猪佩奇,49,0.49,精彩点
745,11042,10767,20170806,08月05日 小猪佩奇,49,0.49,精彩点
746,11042,10767,20170806,08月02日 小猪佩奇,49,0.49,精彩点
747,11042,10767,20170806,08月04日 小猪佩奇,49,0.49,精彩点
748,11042,10767,20170807,大军师司马懿之军师联盟,99,0.99,精彩点
749,11042,10767,20170807,08月07日 小猪佩奇,49,0.49,精彩点
750,11042,10767,20170807,08月03日 小猪佩奇,49,0.49,精彩点
751,11042,10767,20170808,07月29日 小猪佩奇,49,0.49,精彩点
752,11042,10767,20170808,07月28日 小猪佩奇,49,0.49,精彩点
753,11042,10767,20170808,07月26日 小猪佩奇,49,0.49,精彩点
754,11042,10767,20170808,08月01日 小猪佩奇,49,0.49,精彩点
755,11042,10767,20170808,大军师司马懿之军师联盟,99,0.99,精彩点
756,11042,10767,20170808,08月08日 小猪佩奇,49,0.49,精彩点
757,11042,10767,20170809,08月03日 小猪佩奇,49,0.49,精彩点
758,11042,10767,20170809,08月09日 小猪佩奇,49,0.49,精彩点
759,11042,10767,20170809,08月04日 小猪佩奇,49,0.49,精彩点
760,11042,10767,20170810,08月10日 小猪佩奇,49,0.49,精彩点
761,11042,10767,20170810,大军师司马懿之军师联盟,99,0.99,精彩点
762,11042,10767,20170814,08月04日 熊熊乐园,49,0.49,精彩点
763,11042,10767,20170814,08月05日 熊熊乐园,49,0.49,精彩点
764,11042,10767,20170814,07月19日 熊熊乐园,49,0.49,精彩点
765,11042,10767,20170814,07月18日 熊熊乐园,49,0.49,精彩点
766,11042,10767,20170815,08月08日 小猪佩奇,49,0.49,精彩点
767,11042,10767,20170815,08月06日 熊熊乐园,49,0.49,精彩点
768,11042,10767,20170815,08月09日 小猪佩奇,49,0.49,精彩点
769,11042,10767,20170815,巴啦啦小魔仙音符之谜,49,0.49,精彩点
770,11042,10767,20170815,08月07日 小猪佩奇,49,0.49,精彩点
771,11042,10767,20170817,07月25日 小猪佩奇,49,0.49,精彩点
772,11042,10767,20170817,巴啦啦小魔仙音符之谜,49,0.49,精彩点
773,11042,10767,20170817,07月31日 小猪佩奇,49,0.49,精彩点
774,11042,10767,20170818,憨豆先生动画版 第二季,49,0.49,精彩点
775,11042,10767,20170818,憨豆先生动画版 第二季,49,0.49,精彩点
776,11042,10767,20170818,巴啦啦小魔仙音符之谜,49,0.49,精彩点
777,11042,10767,20170818,巴啦啦小魔仙音符之谜,49,0.49,精彩点
778,11042,10767,20170823,06月24日 棉花糖和云朵妈妈,49,0.49,精彩点
779,11042,10767,20170823,08月12日 小猪佩奇,49,0.49,精彩点
780,11042,10767,20170824,憨豆先生动画版 第二季,49,0.49,精彩点
781,11042,10767,20170824,憨豆先生动画版 第二季,49,0.49,精彩点
782,11042,10767,20170828,憨豆先生动画版 第二季,49,0.49,精彩点
783,11042,10767,20170908,08月13日 汪汪队立大功,49,0.49,精彩点
784,11042,10767,20170908,07月16日 汪汪队立大功,49,0.49,精彩点
785,11042,10767,20170910,大头儿子和小头爸爸,49,0.49,精彩点
786,11042,10767,20170910,07月23日 大耳朵图图彩色小世界,49,0.49,精彩点
787,11042,10767,20170910,大头儿子和小头爸爸,49,0.49,精彩点
788,11042,10767,20170910,大头儿子和小头爸爸,49,0.49,精彩点
789,11042,10767,20170917,08月19日 汪汪队立大功,49,0.49,精彩点
790,11056,11282,20170811,速度与激情8,999,9.99,院线大片
791,11076,11233,20170803,大军师司马懿之军师联盟,99,0.99,精彩点
792,11085,10224,20170813,摔跤吧！爸爸,999,9.99,院线大片
793,11121,10230,20170813,卡斯波和丽莎厨房大灾难,199,1.99,少儿乐园
794,11207,10352,20170828,银河护卫队2,999,9.99,院线大片
795,11220,10299,20170820,盖亚奥特曼,49,0.49,动漫剧场
796,11222,10195,20170731,地狱男爵,499,4.99,精彩点
797,11239,10040,20170730,速度与激情8,999,9.99,院线大片
798,11239,10040,20170820,摔跤吧！爸爸,999,9.99,院线大片
799,11239,10040,20170826,女间谍,999,9.99,院线大片
800,11244,10133,20170823,我们的爱,99,0.99,精彩点
801,11244,10133,20170823,我们的爱,99,0.99,精彩点
802,11244,10133,20170824,我们的爱,99,0.99,精彩点
803,11244,10133,20170901,那年花开月正圆,99,0.99,精彩点
804,11244,10133,20170901,那年花开月正圆,99,0.99,精彩点
805,11244,10133,20170901,那年花开月正圆,99,0.99,精彩点
806,11244,10133,20170901,那年花开月正圆,99,0.99,精彩点
807,11244,10133,20170902,那年花开月正圆,99,0.99,精彩点
808,11244,10133,20170902,那年花开月正圆,99,0.99,精彩点
809,11244,10133,20170903,那年花开月正圆,99,0.99,精彩点
810,11244,10133,20170903,那年花开月正圆,99,0.99,精彩点
