,用户号,业务品牌,用户状态,状态改变时间,预存款,套餐,销售品,资费,入网时间,销售品生效时间,销售品失效时间,机顶盒编号,当前套餐使用天数,入网天数
327,11032,互动电视,正常        ,20160604,0.0,乐惠套餐-15M-2年-2160元-送1年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160604,20160604,20500101,10518,483.0,483.0
328,11021,互动电视,正常        ,20160526,60.0,,互动59元包-600预存,互动59元包-600预存,20160526,20160526,20500101,10010,492.0,492.0
329,10896,互动电视,正常        ,20160204,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160204,20160204,20500101,10993,604.0,604.0
330,10895,互动电视,正常        ,20160204,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160204,20160204,20500101,10323,604.0,604.0
331,10914,互动电视,正常        ,20160320,534.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160320,20160320,20500101,10334,559.0,559.0
332,10324,互动电视,正常        ,20170622,0.0,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20131104,20170901,20500101,10788,100.0,1426.0
333,10368,互动电视,正常        ,20140420,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131202,20150101,20500101,10959,1259.0,1398.0
334,10367,互动电视,正常        ,20140420,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131202,20131202,20500101,11207,1259.0,1398.0
335,10050,互动电视,正常        ,20130628,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130628,20130628,20500101,10029,1555.0,1555.0
336,10049,互动电视,正常        ,20130628,300.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130628,20150101,20500101,11271,1555.0,1555.0
337,10146,互动电视,正常        ,20150520,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130820,20130820,20500101,11122,864.0,1502.0
338,10966,互动电视,正常        ,20160402,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160402,20160402,20500101,10656,546.0,546.0
339,10392,互动电视,正常        ,20131221,300.0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20131221,20131221,20500101,10102,1379.0,1379.0
340,11208,互动电视,正常        ,20160518,60.0,,互动59元包-600预存,互动59元包-600预存,20160518,20160518,20500101,10165,500.0,500.0
341,10710,互动电视,正常        ,20150906,0.0,月享套餐-30M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20150906,20170901,20500101,10183,755.0,755.0
342,10689,互动电视,正常        ,20150810,0.0,,互动标准包,互动标准包-包月-26.5元,20150810,20170601,20500101,10743,782.0,782.0
343,10917,互动电视,正常        ,20170919,77.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160302,20160302,20500101,11146,11.0,577.0
344,10886,互动电视,正常        ,20160204,0.0,,互动59元包-600预存,互动59元包-600预存,20160204,20160204,20500101,10004,604.0,604.0
345,10028,互动电视,正常        ,20170422,0.0,乐惠套餐-15M-3年-1980元-续费(B),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20070914,20150426,20500101,10919,161.0,3669.0
346,11087,互动电视,正常        ,20160729,130.0,乐惠套餐-25M-包月-109元-预存600元-赠送360元分36个月返还,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160729,20160729,20500101,10290,428.0,428.0
347,10254,互动电视,正常        ,20170705,467.5,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130928,20130928,20500101,10211,87.0,1463.0
348,10299,互动电视,正常        ,20170322,109.31,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131024,20131024,20500101,10015,192.0,1437.0
349,10564,互动电视,正常        ,20141128,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20141128,20160401,20500101,10843,1037.0,1037.0
350,10563,互动电视,正常        ,20141128,0.0,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20141128,20141128,20500101,10851,1037.0,1037.0
351,10565,互动电视,正常        ,20141128,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20141128,20150101,20500101,10846,1037.0,1037.0
352,10094,互动电视,正常        ,20130721,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130721,20130721,20500101,10194,1532.0,1532.0
353,10695,互动电视,正常        ,20150920,22.03,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150813,20150813,20500101,10773,741.0,779.0
354,10007,互动电视,正常        ,20090228,0.0,,预存入网(600元)(26.5元/月),互动标准包-包月-预存600,20070723,20121229,20500101,10469,3136.0,3722.0
355,11319,互动电视,正常        ,20160420,0.0,乐惠套餐-25M-3年-2380元-16年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160301,20160301,20500101,11027,528.0,578.0
356,10018,互动电视,正常        ,20170716,0.0,乐惠套餐-15M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20070824,20160601,20500101,10412,76.0,3690.0
357,10734,互动电视,正常        ,20151020,0.0,"乐惠59元套餐-2年-1416元(新装或置换互动-送10M宽带1年,限新宽带)",互动标准包,互动标准包-包月-26.5元,20151020,20171101,20500101,10949,711.0,711.0
358,11018,互动电视,正常        ,20160525,60.0,,互动59元包-600预存,互动59元包-600预存,20160525,20160525,20500101,10427,493.0,493.0
359,10141,互动电视,正常        ,20130817,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130817,20130817,20500101,10316,1505.0,1505.0
360,10594,互动电视,正常        ,20141227,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20141227,20150101,20500101,10887,1008.0,1008.0
361,10568,互动电视,正常        ,20141204,0.0,乐惠套餐-12M-1年-1180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-380购机,20141204,20141204,20500101,10842,1031.0,1031.0
362,10271,互动电视,正常        ,20160121,0.0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20131010,20131010,20500101,10067,618.0,1451.0
363,10075,互动电视,正常        ,20130718,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130718,20130718,20500101,10190,1535.0,1535.0
364,10312,互动电视,正常        ,20131030,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131030,20131030,20500101,11079,1431.0,1431.0
365,10313,互动电视,正常        ,20131030,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131030,20150101,20500101,11013,1431.0,1431.0
366,11088,互动电视,正常        ,20160801,0.0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20160801,20160801,20500101,10472,425.0,425.0
367,11147,互动电视,正常        ,20161119,240.0,,互动59元包-600预存,互动59元包-600预存,20161119,20161119,20500101,10121,315.0,315.0
368,11266,互动电视,正常        ,20140723,0.0,乐惠套餐-25M-包月-109元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20140723,20160701,20500101,11203,1165.0,1165.0
369,10268,互动电视,正常        ,20131003,8.0,,[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131003,20131003,20500101,10514,1458.0,1458.0
370,10837,互动电视,正常        ,20160119,0.0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160119,20160119,20500101,10372,620.0,620.0
371,11124,互动电视,正常        ,20161017,84.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20161017,20161017,20500101,10706,348.0,348.0
372,10322,互动电视,正常        ,20131104,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131104,20131104,20500101,10310,1426.0,1426.0
373,11328,互动电视,正常        ,20161001,220.0,乐惠套餐-25M-包月-109元-预存600元-赠送360元分36个月返还,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20161001,20161001,20500101,10721,364.0,364.0
374,10683,互动电视,正常        ,20150726,0.0,乐惠套餐-15M-1年-1180元-续费(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150726,20150726,20500101,10667,797.0,797.0
375,10509,互动电视,正常        ,20130830,0.0,,互动电视预存688购机(26.5元/月)-捆绑快乐点半年,互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20130830,20130830,20500101,10543,1492.0,1492.0
376,11050,互动电视,正常        ,20160616,0.0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160616,20160616,20500101,10347,471.0,471.0
377,11259,互动电视,正常        ,20140712,0.0,乐惠套餐-6M-2年-1480,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140712,20140712,20500101,11307,1176.0,1176.0
378,10386,互动电视,正常        ,20170823,97.01,[13年底促销]6M融合套餐1(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑200元增值费,[互动+宽带]互动(26.5元/月)-捆绑200元增值费(资费),20131217,20131217,20500101,11180,38.0,1383.0
379,10145,互动电视,正常        ,20170923,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130820,20130820,20500101,10204,7.0,1502.0
380,10541,互动电视,正常        ,20170924,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140817,20150101,20500101,10680,6.0,1140.0
381,10110,互动电视,正常        ,20130804,0.0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130804,20130804,20500101,10816,1518.0,1518.0
382,10505,互动电视,正常        ,20140404,0.0,[互动+宽带]6M融合套餐(980),[互动+宽带]互动标准套餐(26.5元)—280购机入网,互动+联合宽带-包月-26.5元-280购机,20140404,20140404,20301231,10271,1275.0,1275.0
383,10244,互动电视,正常        ,20130924,376.5,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130924,20130924,20500101,10187,1467.0,1467.0
384,10877,互动电视,正常        ,20160204,0.0,,互动59元包-600预存,互动59元包-600预存,20160204,20160204,20500101,11044,604.0,604.0
385,10466,互动电视,正常        ,20141023,0.0,[互动+宽带]12M融合套餐(1180),[互动+宽带]互动标准套餐(26.5元)—380购机入网,互动+联合宽带-包月-26.5元-380购机,20140127,20140127,20500101,11176,1073.0,1342.0
386,10090,互动电视,正常        ,20150520,0.0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130728,20130728,20500101,10388,864.0,1525.0
387,10850,互动电视,正常        ,20170411,356.0,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160126,20170501,20500101,11035,172.0,613.0
388,10411,互动电视,正常        ,20131227,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131227,20150101,20500101,10616,1373.0,1373.0
389,10410,互动电视,正常        ,20131227,1.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131227,20131227,20500101,10226,1373.0,1373.0
390,11312,互动电视,正常        ,20150812,0.0,,互动59元包-480预存,互动59元包,20150812,20150812,20500101,11148,780.0,780.0
391,10572,互动电视,正常        ,20141211,16.63,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20141211,20141211,20500101,10855,1024.0,1024.0
392,10653,互动电视,正常        ,20150614,0.0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150614,20150614,20500101,10159,839.0,839.0
393,10656,互动电视,正常        ,20150621,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20150621,20150621,20500101,10512,832.0,832.0
394,11128,互动电视,正常        ,20161022,210.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20161022,20161022,20500101,10471,343.0,343.0
395,10149,互动电视,正常        ,20130825,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130825,20130825,20500101,10346,1497.0,1497.0
396,10350,互动电视,正常        ,20141021,0.0,[13年底促销]10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆绑200元增值费,[互动+宽带10M]互动(26.5元/月)-捆绑200元增值费(资费),20131126,20131126,20500101,10197,1075.0,1404.0
397,10390,互动电视,正常        ,20131219,0.0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20131219,20131219,20500101,10522,1381.0,1381.0
398,10289,互动电视,正常        ,20131022,0.0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20131022,20131022,20500101,10413,1439.0,1439.0
399,11311,互动电视,正常        ,20160324,0.0,乐惠套餐-25M-3年-2280元(A),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150302,20150302,20500101,10921,555.0,943.0
400,10195,互动电视,正常        ,20151219,104.28,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130909,20130909,20500101,11291,651.0,1482.0
401,10275,互动电视,正常        ,20131008,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131008,20131008,20500101,10256,1453.0,1453.0
402,10732,互动电视,正常        ,20151020,0.0,"乐惠59元套餐-2年-1516元(新装或置换互动-送15M宽带1年,限新宽带)",互动+联合宽带-59元包,互动+联合宽带-59元包-240元购机,20151020,20151020,20500101,10958,711.0,711.0
403,10825,互动电视,正常        ,20160119,98.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,11055,620.0,620.0
404,10927,互动电视,正常        ,20160311,114.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160311,20160311,20500101,10724,568.0,568.0
405,10670,互动电视,正常        ,20160927,0.0,,互动59元包-480预存,互动59元包,20150708,20150708,20500101,10087,368.0,815.0
406,10098,互动电视,正常        ,20171028,166.66,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130722,20130722,20500101,10455,-28.0,1531.0
407,10019,互动电视,正常        ,20130313,107.13,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20071029,20131129,20500101,10477,1662.0,3624.0
408,10144,互动电视,正常        ,20170721,0.0,,[互动]互动租机(26.5元/月，15元最低消费),互动标准包-包月-(26.5元+15元低消)-租机,20130821,20130821,20301231,10480,71.0,1501.0
409,10702,互动电视,正常        ,20150825,0.0,,互动59元包-480预存,互动59元包,20150825,20150825,20500101,10283,767.0,767.0
410,10717,互动电视,正常        ,20150917,0.0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150917,20150917,20500101,10790,744.0,744.0
411,10884,互动电视,正常        ,20160203,16.01,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160203,20160203,20500101,10027,605.0,605.0
412,11291,互动电视,正常        ,20170623,15.51,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140924,20150101,20500101,11232,99.0,1102.0
413,11289,互动电视,正常        ,20171001,10.0,乐惠套餐-12M-1年-1180,互动59元包,互动59元包,20140916,20160301,20500101,11131,-1.0,1110.0
414,10311,互动电视,正常        ,20171030,59.0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131029,20131029,20500101,11110,-30.0,1432.0
415,10786,互动电视,正常        ,20151227,0.0,乐惠套餐-10M-1年-1080元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151227,20151227,20500101,10489,643.0,643.0
416,10134,互动电视,正常        ,20130809,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130809,20130809,20500101,10463,1513.0,1513.0
417,11244,互动电视,正常        ,20160516,0.0,,互动600-捆快乐点2年-送12M体验,互动标准包-600预存-26.5元-捆快乐点2年-送15M体验 ,20140611,20140611,20500101,10133,502.0,1207.0
418,10283,互动电视,正常        ,20131015,0.0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131015,20131015,20500101,10393,1446.0,1446.0
419,10669,互动电视,正常        ,20170423,0.0,,互动标准包,[互动]优惠购机(388元)(26.5元/月)(资费),20150704,20170101,20500101,10556,160.0,819.0
420,10646,互动电视,正常        ,20150517,160.0,乐惠套餐-10M-1年-1080元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150517,20150517,20500101,10606,867.0,867.0
421,10537,互动电视,正常        ,20140628,0.0,乐惠套餐-6M-2年-1480,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140628,20140628,20500101,10806,1190.0,1190.0
422,10480,互动电视,正常        ,20140216,0.0,[互动+宽带]12M融合套餐126包月(入网预存600),[互动+宽带]互动(26.5元/月)--捆绑快乐点(39.5元/月)、600元预存,[互动+宽带]互动(26.5元/月)--捆绑快乐点(39.5元/月)、600元预存(资费),20140216,20140216,20500101,10336,1322.0,1322.0
423,10089,互动电视,正常        ,20170826,44.05,,互动39元包,互动39元包,20130728,20160101,20500101,10291,35.0,1525.0
424,10088,互动电视,正常        ,20170422,14.02,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130728,20130728,20500101,11234,161.0,1525.0
425,10496,互动电视,正常        ,20130822,0.0,,[互动+宽带6M]互动(26.5元/月)-捆绑全时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆绑全时移回看(前三个月返还)(资费),20130822,20130822,20500101,10315,1500.0,1500.0
426,10151,互动电视,正常        ,20130823,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130823,20150101,20500101,10456,1499.0,1499.0
427,10818,互动电视,正常        ,20160526,53.0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160114,20160114,20500101,10960,492.0,625.0
428,10633,互动电视,正常        ,20150317,0.0,,互动标准包-600预存-送快乐点2年(到期顺延)-送15M体验,互动标准包-包月-26.5元-600预存-送快乐点2年(到期顺延)-15M体验,20150317,20150317,20500101,10907,928.0,928.0
429,10109,互动电视,正常        ,20130731,0.0,"乐惠59元套餐-2年-1516元(老互动送15M宽带1年,限新宽带)",互动+联合宽带-59元包,互动+联合宽带-59元包,20130731,20150901,20500101,10812,1522.0,1522.0
430,11262,互动电视,正常        ,20140717,207.13,,互动600-捆快乐点2年-送12M体验,互动标准包-600预存-26.5元-捆快乐点2年-送15M体验 ,20140717,20140717,20500101,10265,1171.0,1171.0
431,10705,互动电视,正常        ,20170824,371.0,,互动标准包,互动标准包-包月-26.5元,20150829,20170901,20500101,10410,37.0,763.0
432,11013,互动电视,正常        ,20160525,60.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160525,20160525,20500101,10314,493.0,493.0
433,10449,互动电视,正常        ,20140118,209.99,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20140118,20140118,20500101,10751,1351.0,1351.0
434,10450,互动电视,正常        ,20140118,0.0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20140118,20140118,20500101,10112,1351.0,1351.0
435,11235,互动电视,正常        ,20140513,0.0,乐惠套餐-6M-1年-980,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140513,20140513,20500101,10611,1236.0,1236.0
436,10212,互动电视,正常        ,20130914,0.0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130914,20150101,20500101,10957,1477.0,1477.0
437,10213,互动电视,正常        ,20130914,0.0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130914,20130914,20500101,10735,1477.0,1477.0
438,10290,互动电视,正常        ,20161123,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131022,20131022,20500101,10576,311.0,1439.0
439,10374,互动电视,正常        ,20131207,270.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20131207,20161201,20500101,10454,1393.0,1393.0
440,10006,互动电视,正常        ,20170622,0.0,,互动39元包,互动39元包,20070429,20150901,20500101,10379,100.0,3807.0
441,10222,互动电视,正常        ,20170828,95.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130917,20130917,20500101,10665,33.0,1474.0
442,10485,互动电视,正常        ,20140302,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20140302,20140302,20500101,11185,1308.0,1308.0
443,11202,互动电视,正常        ,20141211,140.0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141211,20141211,20500101,10820,1024.0,1024.0
444,11176,互动电视,正常        ,20160105,0.0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20160105,20160105,20500101,10595,634.0,634.0
445,11286,互动电视,正常        ,20140907,0.0,乐惠套餐-12M-2年-1880,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140907,20140907,20500101,10074,1119.0,1119.0
446,10963,互动电视,正常        ,20160330,0.0,,互动59元包-600预存,互动59元包-600预存,20160330,20160330,20500101,10358,549.0,549.0
447,10791,互动电视,正常        ,20151228,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20151228,20151228,20500101,10600,642.0,642.0
448,10770,互动电视,正常        ,20151210,0.0,乐惠套餐-15M-3年-2180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151210,20151210,20500101,10684,660.0,660.0
449,10903,互动电视,正常        ,20160220,0.0,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160220,20170301,20500101,10797,588.0,588.0
450,10614,互动电视,正常        ,20150201,4.9,乐惠套餐-8M-1年-980元(A),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150201,20150201,20500101,10903,972.0,972.0
451,10667,互动电视,正常        ,20170718,212.0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150702,20150702,20500101,10215,74.0,821.0
452,10340,互动电视,正常        ,20131121,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131121,20150101,20500101,10758,1409.0,1409.0
453,10152,互动电视,正常        ,20130824,128.56,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130824,20130824,20500101,11255,1498.0,1498.0
454,11274,互动电视,正常        ,20140806,0.0,乐惠套餐-12M-1年-1180,互动+联合宽带-380购机,互动+联合宽带-包月-26.5元-380购机,20140806,20140806,20500101,10141,1151.0,1151.0
455,10355,互动电视,正常        ,20131127,24.01,[13年底促销]6M融合套餐1(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑200元增值费,[互动+宽带]互动(26.5元/月)-捆绑200元增值费(资费),20131127,20131127,20500101,10002,1403.0,1403.0
456,10869,互动电视,正常        ,20160128,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10266,611.0,611.0
457,10514,互动电视,正常        ,20120830,100.0,,优惠购机一(499元)(26.5元/月),优惠购机一(499元)(26.5元/月)(资费),20120830,20120830,20500101,10749,1857.0,1857.0
458,10034,互动电视,正常        ,20170922,57.0,6M融合套餐2(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20120326,20130601,20500101,10731,8.0,2014.0
459,10503,互动电视,正常        ,20170323,122.51,[互动+宽带]12M融合套餐(1180),[互动+宽带]互动标准套餐(26.5元)—380购机入网,互动+联合宽带-包月-26.5元-380购机,20140322,20140322,20301231,11177,191.0,1288.0
460,10838,互动电视,正常        ,20160119,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10662,620.0,620.0
461,10153,互动电视,正常        ,20130825,0.0,6M融合套餐1(互动+宽带),互动39元包,互动39元包,20130825,20150901,20500101,10113,1497.0,1497.0
462,10632,互动电视,正常        ,20170117,35.5,乐惠套餐-15M-3年-2080元(A),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150303,20150303,20500101,10923,256.0,942.0
463,11268,互动电视,正常        ,20140726,0.0,乐惠套餐-12M-1年-1180,互动+联合宽带-380购机,互动+联合宽带-包月-26.5元-380购机,20140726,20140726,20500101,10100,1162.0,1162.0
464,11269,互动电视,正常        ,20140726,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140726,20150101,20500101,10130,1162.0,1162.0
465,11119,互动电视,正常        ,20161004,210.0,,互动59元包-600预存,互动59元包-600预存,20161004,20161004,20500101,10375,361.0,361.0
